halo, total_mass, baryon_mass, particle_mass, star_mass 
[273, 2.68304668277e+11 Msun, 37673636618.5 Msun, 2.30631031659e+11 Msun, 0]
[274, 1.93999603253e+11 Msun, 21886893059.6 Msun, 1.72112710193e+11 Msun, 0]
[275, 6.15716066927e+11 Msun, 58070885901.1 Msun, 5.57645181026e+11 Msun, 0]
[276, 4.04166987792e+11 Msun, 40664943863.9 Msun, 3.63502043928e+11 Msun, 0]
[277, 2.76824315897e+11 Msun, 21409053970.4 Msun, 2.55415261927e+11 Msun, 0]
[278, 2.71121514413e+11 Msun, 22443892152.2 Msun, 2.48677622261e+11 Msun, 3118131764]
[279, 1.88734968622e+12 Msun, 2.17856397342e+11 Msun, 1.66949328887e+12 Msun, 0]
[280, 4.56495556697e+11 Msun, 42048150552.1 Msun, 4.14447406145e+11 Msun, 0]
[281, 3.42763912942e+11 Msun, 32272583753.3 Msun, 3.10491329188e+11 Msun, 0]
[282, 2.19077607979e+12 Msun, 3.86346426129e+11 Msun, 1.80442965367e+12 Msun, 0]
[283, 2.81177933247e+11 Msun, 26451122161.0 Msun, 2.54726811086e+11 Msun, 0]
[284, 3.10193555168e+11 Msun, 30682513814.1 Msun, 2.79511041354e+11 Msun, 0]
[285, 1.27201459518e+12 Msun, 2.6687636765e+11 Msun, 1.00513822753e+12 Msun, 0]
[286, 1.48450889187e+11 Msun, 4564663465.18 Msun, 1.43886225721e+11 Msun, 0]
[287, 2.84500621682e+12 Msun, 3.99628830394e+11 Msun, 2.44537738642e+12 Msun, 0]
[288, 1.93969898441e+11 Msun, 8702790354.73 Msun, 1.85267108086e+11 Msun, 6986404632]
[289, 1.79835305607e+11 Msun, 13918652980.5 Msun, 1.65916652626e+11 Msun, 0]
[290, 2.61104355821e+11 Msun, 10508249779.4 Msun, 2.50596106041e+11 Msun, 0]
[291, 2.64665916001e+11 Msun, 35411786023.3 Msun, 2.29254129977e+11 Msun, 0]
[292, 1.6884740837e+12 Msun, 2.38596613029e+11 Msun, 1.44987747067e+12 Msun, 0]
[293, 2.54896452504e+11 Msun, 18757814119.4 Msun, 2.36138638385e+11 Msun, 0]
[294, 3.26721072224e+11 Msun, 47898481711.3 Msun, 2.78822590513e+11 Msun, 0]
[295, 3.10172529159e+11 Msun, 18957823512.6 Msun, 2.91214705647e+11 Msun, 0]
[296, 2.99062639927e+11 Msun, 32632164548.0 Msun, 2.66430475379e+11 Msun, 0]
[297, 2.00791638213e+11 Msun, 11467657000.5 Msun, 1.89323981212e+11 Msun, 0]
[298, 2.67128121957e+11 Msun, 27547229367.9 Msun, 2.39580892589e+11 Msun, 0]
[299, 2.24959596225e+11 Msun, 18424343993.7 Msun, 2.06535252232e+11 Msun, 0]
[300, 2.42845988203e+11 Msun, 17034112429.2 Msun, 2.25811875773e+11 Msun, 0]
[301, 1.44881104102e+11 Msun, 5814034266.18 Msun, 1.39067069836e+11 Msun, 0]
[302, 3.02609514059e+11 Msun, 27783907123.7 Msun, 2.74825606936e+11 Msun, 0]
[303, 4.9037227277e+11 Msun, 64909653172.6 Msun, 4.25462619597e+11 Msun, 0]
[304, 1.79830586568e+11 Msun, 5652523852.9 Msun, 1.74178062715e+11 Msun, 0]
[305, 2.93369078867e+11 Msun, 26250152646.9 Msun, 2.6711892622e+11 Msun, 0]
[306, 2.01442845749e+11 Msun, 19003372944.1 Msun, 1.82439472805e+11 Msun, 0]
[307, 2.26706869301e+11 Msun, 18794715387.4 Msun, 2.07912153913e+11 Msun, 0]
[308, 2.45065795896e+11 Msun, 14434764237.1 Msun, 2.30631031659e+11 Msun, 0]
[309, 3.86075697642e+11 Msun, 47357883982.0 Msun, 3.3871781366e+11 Msun, 0]
[310, 3.60289487047e+11 Msun, 25702378431.8 Msun, 3.34587108616e+11 Msun, 0]
[311, 1.90509908907e+11 Msun, 11512690305.6 Msun, 1.78997218601e+11 Msun, 0]
[312, 2.28022319119e+11 Msun, 38009887065.6 Msun, 1.90012432053e+11 Msun, 0]
[313, 1.73541315661e+11 Msun, 15886073124.4 Msun, 1.57655242537e+11 Msun, 0]
[314, 2.11880597105e+11 Msun, 18425910848.0 Msun, 1.93454686257e+11 Msun, 0]
[315, 4.67509294443e+11 Msun, 45488929049.2 Msun, 4.22020365394e+11 Msun, 0]
[316, 3.71667136106e+11 Msun, 43964535898.4 Msun, 3.27702600208e+11 Msun, 0]
[317, 3.0380022809e+11 Msun, 32550596825.5 Msun, 2.71249631264e+11 Msun, 0]
[318, 1.65117462014e+11 Msun, 13658277043.7 Msun, 1.5145918497e+11 Msun, 0]
[319, 3.76163013053e+11 Msun, 33314494347.9 Msun, 3.42848518705e+11 Msun, 0]
[320, 6.64381592129e+11 Msun, 1.37716698938e+11 Msun, 5.26664893191e+11 Msun, 0]
[321, 1.67598759978e+11 Msun, 17516476690.0 Msun, 1.50082283288e+11 Msun, 0]
[322, 2.96150764184e+12 Msun, 4.08731924258e+11 Msun, 2.55277571758e+12 Msun, 0]
[323, 1.10193981505e+12 Msun, 1.5738526151e+11 Msun, 9.4455455354e+11 Msun, 0]
[324, 1.94050615349e+11 Msun, 6791986659.34 Msun, 1.8725862869e+11 Msun, 0]
[325, 1.61837935474e+11 Msun, 3494242095.89 Msun, 1.58343693378e+11 Msun, 0]
[326, 3.28098405297e+11 Msun, 43768208057.7 Msun, 2.84330197239e+11 Msun, 0]
[327, 5.71095362532e+11 Msun, 1.19471610986e+11 Msun, 4.51623751547e+11 Msun, 0]
[328, 1.84580030357e+11 Msun, 13155771004.6 Msun, 1.71424259352e+11 Msun, 0]
[329, 1.4528543621e+11 Msun, 8283718895.8 Msun, 1.37001717314e+11 Msun, 0]
[330, 1.34315738088e+11 Msun, 6952332545.26 Msun, 1.27363405543e+11 Msun, 0]
[331, 2.23617018521e+11 Msun, 19835569652.5 Msun, 2.03781448869e+11 Msun, 0]
[332, 1.99483141262e+11 Msun, 15666766775.7 Msun, 1.83816374486e+11 Msun, 0]
[333, 1.85647936003e+11 Msun, 9404520765.41 Msun, 1.76243415238e+11 Msun, 0]
[334, 1.70997277925e+11 Msun, 9899781184.05 Msun, 1.61097496741e+11 Msun, 0]
[335, 4.0506237544e+11 Msun, 44314134875.5 Msun, 3.60748240565e+11 Msun, 0]
[336, 3.21883032619e+11 Msun, 20341564360.2 Msun, 3.01541468258e+11 Msun, 0]
[337, 7.13057795777e+11 Msun, 94828940762.7 Msun, 6.18228855014e+11 Msun, 0]
[338, 2.80410944912e+11 Msun, 20864977940.4 Msun, 2.59545966971e+11 Msun, 0]
[339, 1.43327779178e+11 Msun, 8391414386.64 Msun, 1.34936364791e+11 Msun, 0]
[340, 2.07402797702e+11 Msun, 24274874056.1 Msun, 1.83127923646e+11 Msun, 0]
[341, 1.88414436645e+11 Msun, 27316939904.7 Msun, 1.61097496741e+11 Msun, 0]
[342, 2.62927135818e+11 Msun, 21280890707.3 Msun, 2.41646245111e+11 Msun, 0]
[343, 1.14209442111e+11 Msun, 2680405905.68 Msun, 1.11529036205e+11 Msun, 0]
[344, 1.81037308053e+11 Msun, 16497557108.6 Msun, 1.64539750945e+11 Msun, 0]
[345, 2.28754526805e+11 Msun, 11892511961.8 Msun, 2.16862014843e+11 Msun, 0]
[346, 1.56338674576e+11 Msun, 27598367351.5 Msun, 1.28740307224e+11 Msun, 0]
[347, 2.1786790071e+11 Msun, 27855468657.0 Msun, 1.90012432053e+11 Msun, 0]
[348, 2.69689098232e+11 Msun, 37831034311.9 Msun, 2.3185806392e+11 Msun, 0]
[349, 1.6134584709e+11 Msun, 14017367164.6 Msun, 1.47328479925e+11 Msun, 0]
[350, 1.74633807625e+11 Msun, 14224761725.0 Msun, 1.604090459e+11 Msun, 0]
[351, 1.48386297472e+11 Msun, 9319227636.39 Msun, 1.39067069836e+11 Msun, 0]
[352, 1.26851220365e+11 Msun, 4995421548.33 Msun, 1.21855798817e+11 Msun, 0]
[353, 1.27541161997e+11 Msun, 3620010658.36 Msun, 1.23921151339e+11 Msun, 0]
[354, 2.04142923961e+11 Msun, 9999786863.37 Msun, 1.94143137098e+11 Msun, 0]
[355, 1.73782998035e+11 Msun, 14750853816.4 Msun, 1.59032144218e+11 Msun, 0]
[356, 3.76910697553e+11 Msun, 33373728007.8 Msun, 3.43536969546e+11 Msun, 0]
[357, 2.32400327175e+11 Msun, 33438034191.7 Msun, 1.98962292983e+11 Msun, 0]
[358, 2.34997678252e+11 Msun, 25708622657.0 Msun, 2.09289055595e+11 Msun, 0]
[359, 4.81643564284e+11 Msun, 56180944686.5 Msun, 4.25462619597e+11 Msun, 0]
[360, 1.75218065107e+11 Msun, 9989863321.31 Msun, 1.65228201785e+11 Msun, 0]
[361, 1.35975710797e+11 Msun, 1039346005.66 Msun, 1.34936364791e+11 Msun, 0]
[362, 1.17161001679e+11 Msun, 5631965473.49 Msun, 1.11529036205e+11 Msun, 0]
[363, 1.52729202006e+11 Msun, 6777623762.07 Msun, 1.45951578244e+11 Msun, 0]
[364, 1.63575196611e+11 Msun, 4543052392.35 Msun, 1.59032144218e+11 Msun, 0]
[365, 2.08317313474e+11 Msun, 21747135624.5 Msun, 1.86570177849e+11 Msun, 0]
[366, 1.52386757207e+11 Msun, 16761941574.6 Msun, 1.35624815632e+11 Msun, 0]
[367, 1.68201336999e+11 Msun, 13299897825.1 Msun, 1.54901439174e+11 Msun, 0]
[368, 3.71860595057e+11 Msun, 33142781397.4 Msun, 3.3871781366e+11 Msun, 0]
[369, 1.36702263966e+11 Msun, 7961956741.52 Msun, 1.28740307224e+11 Msun, 0]
[370, 1.66139807222e+11 Msun, 18122876455.8 Msun, 1.48016930766e+11 Msun, 0]
[371, 1.43426196236e+11 Msun, 11932085648.1 Msun, 1.31494110588e+11 Msun, 0]
[372, 5.23151374924e+11 Msun, 1.74795249493e+11 Msun, 3.48356125431e+11 Msun, 0]
[373, 1.5077857189e+11 Msun, 6203895327.49 Msun, 1.44574676562e+11 Msun, 0]
[374, 1.72298864511e+11 Msun, 14643621974.5 Msun, 1.57655242537e+11 Msun, 0]
[375, 4.49532874304e+11 Msun, 80523223650.3 Msun, 3.69009650654e+11 Msun, 0]
[376, 1.43636274712e+11 Msun, 10765262443.2 Msun, 1.32871012269e+11 Msun, 0]
[377, 4.04711825678e+11 Msun, 73566971266.6 Msun, 3.31144854412e+11 Msun, 0]
[378, 2.63890302665e+11 Msun, 23620959235.3 Msun, 2.4026934343e+11 Msun, 0]
[379, 1.61192581727e+11 Msun, 5602691712.31 Msun, 1.55589890015e+11 Msun, 0]
[380, 1.90679281943e+11 Msun, 4797554934.62 Msun, 1.85881727009e+11 Msun, 0]
[381, 1.3769278672e+11 Msun, 8264028654.35 Msun, 1.29428758065e+11 Msun, 0]
[382, 1.33918717886e+11 Msun, 7932214024.68 Msun, 1.25986503861e+11 Msun, 0]
[383, 1.24266070243e+11 Msun, 9294779833.85 Msun, 1.14971290409e+11 Msun, 0]
[384, 1.49884307445e+11 Msun, 17701746016.7 Msun, 1.32182561428e+11 Msun, 0]
[385, 1.73410396006e+11 Msun, 37097129533.2 Msun, 1.36313266473e+11 Msun, 0]
[386, 2.3777931603e+11 Msun, 30555612957.6 Msun, 2.07223703073e+11 Msun, 0]
[387, 1.549214972e+11 Msun, 8969918955.77 Msun, 1.45951578244e+11 Msun, 0]
[388, 93935706285.9 Msun, 6158235143.05 Msun, 87777471142.9 Msun, 0]
[389, 1.06348258851e+11 Msun, 1703731053.09 Msun, 1.04644527797e+11 Msun, 0]
[390, 1.59452937534e+11 Msun, 12124457609.0 Msun, 1.47328479925e+11 Msun, 0]
[391, 1.766792825e+11 Msun, 18335589122.8 Msun, 1.58343693378e+11 Msun, 0]
[392, 1.91007376276e+11 Msun, 11321706834.8 Msun, 1.79685669442e+11 Msun, 0]
[393, 1.48274297997e+11 Msun, 14026384045.9 Msun, 1.34247913951e+11 Msun, 0]
[394, 6.55574841932e+11 Msun, 1.1927163697e+11 Msun, 5.36303204962e+11 Msun, 0]
[395, 1.13707063531e+11 Msun, 6308732370.43 Msun, 1.07398331161e+11 Msun, 0]
[396, 2.9635712797e+11 Msun, 40895491636.0 Msun, 2.55461636334e+11 Msun, 74952]
[397, 1.1797323033e+11 Msun, 9197997487.66 Msun, 1.08775232842e+11 Msun, 0]
[398, 1.19933481912e+11 Msun, 6244613139.59 Msun, 1.13688868773e+11 Msun, 3481608751]
[399, 5.89315491715e+11 Msun, 64027500205.5 Msun, 5.2528799151e+11 Msun, 0]
[400, 2.2637928451e+11 Msun, 26728540685.6 Msun, 1.99650743824e+11 Msun, 0]
[401, 1.20716080207e+11 Msun, 22267609976.9 Msun, 98448470230.5 Msun, 0]
[402, 1.35769936625e+11 Msun, 6341178559.66 Msun, 1.29428758065e+11 Msun, 0]
[403, 1.47335797825e+11 Msun, 7580277148.3 Msun, 1.39755520677e+11 Msun, 0]
[404, 1.18184593914e+11 Msun, 3901754345.63 Msun, 1.14282839568e+11 Msun, 0]
[405, 1.38660581191e+11 Msun, 9231823125.89 Msun, 1.29428758065e+11 Msun, 0]
[406, 1.36360020085e+11 Msun, 7619712860.26 Msun, 1.28740307224e+11 Msun, 0]
[407, 1.0228669779e+11 Msun, 9345834285.94 Msun, 92940863504.3 Msun, 0]
[408, 1.75553938925e+11 Msun, 12391089661.9 Msun, 1.63162849263e+11 Msun, 0]
[409, 1.04587328817e+11 Msun, 8892661950.03 Msun, 95694666867.4 Msun, 0]
[410, 1.12157138486e+11 Msun, 6824159847.98 Msun, 1.05332978638e+11 Msun, 0]
[411, 96942713251.9 Msun, 2624948066.06 Msun, 94317765185.9 Msun, 0]
[412, 1.10472841528e+11 Msun, 4451412048.68 Msun, 1.06021429479e+11 Msun, 0]
[413, 1.65397962064e+11 Msun, 15315678775.9 Msun, 1.50082283288e+11 Msun, 0]
[414, 1.64282381208e+11 Msun, 4561786149.0 Msun, 1.59720595059e+11 Msun, 0]
[415, 1.00399325685e+11 Msun, 8835363862.35 Msun, 91563961822.8 Msun, 0]
[416, 1.15995367667e+11 Msun, 5843233143.83 Msun, 1.10152134524e+11 Msun, 0]
[417, 1.31721014077e+11 Msun, 9865215260.2 Msun, 1.21855798817e+11 Msun, 0]
[418, 2.39851544227e+11 Msun, 29874037791.0 Msun, 2.09977506436e+11 Msun, 0]
[419, 1.19878246548e+11 Msun, 19364423794.9 Msun, 1.00513822753e+11 Msun, 0]
[420, 69903475928.0 Msun, 3812195213.83 Msun, 66091280714.2 Msun, 0]
[421, 86019434812.9 Msun, 3405333920.14 Msun, 82614100892.7 Msun, 0]
[422, 1.00633291615e+11 Msun, 3561723066.37 Msun, 97071568548.9 Msun, 0]
[423, 1.01097476056e+11 Msun, 6779710870.27 Msun, 94317765185.9 Msun, 0]
[424, 1.20157891629e+11 Msun, 14136462149.9 Msun, 1.06021429479e+11 Msun, 0]
[425, 1.23323973451e+11 Msun, 9041133882.52 Msun, 1.14282839568e+11 Msun, 0]
[426, 98847260710.8 Msun, 3152593843.35 Msun, 95694666867.4 Msun, 0]
[427, 1.1969594711e+11 Msun, 12297615949.3 Msun, 1.07398331161e+11 Msun, 0]
[428, 3.99329639925e+11 Msun, 77134646443.6 Msun, 3.22194993482e+11 Msun, 0]
[429, 86056189851.6 Msun, 3442088958.9 Msun, 82614100892.7 Msun, 0]
[430, 1.77291039682e+11 Msun, 16193542941.0 Msun, 1.61097496741e+11 Msun, 0]
[431, 87070499182.2 Msun, 3079496607.98 Msun, 83991002574.3 Msun, 0]
[432, 78266362932.0 Msun, 5290573810.07 Msun, 72975789121.9 Msun, 0]
[433, 1.83179885839e+11 Msun, 17951684053.9 Msun, 1.65228201785e+11 Msun, 0]
[434, 1.08462692074e+11 Msun, 14833377728.8 Msun, 93629314345.1 Msun, 0]
[435, 91742999601.3 Msun, 7063546186.27 Msun, 84679453415.0 Msun, 0]
[436, 1.12677932027e+11 Msun, 7344953389.02 Msun, 1.05332978638e+11 Msun, 0]
[437, 93692963774.8 Msun, 5571256155.94 Msun, 88121707618.9 Msun, 0]
[438, 1.27019593431e+11 Msun, 9294499659.37 Msun, 1.17725093772e+11 Msun, 0]
[439, 68349173537.9 Msun, 1569441982.93 Msun, 66779731554.9 Msun, 0]
[440, 81200278927.5 Msun, 3405333920.14 Msun, 77794945007.3 Msun, 0]
[441, 64019199631.4 Msun, 4812427324.9 Msun, 59206772306.4 Msun, 0]
[442, 64337595810.2 Msun, 3065470981.42 Msun, 61272124828.8 Msun, 0]
[443, 1.07606279191e+11 Msun, 1584849711.84 Msun, 1.06021429479e+11 Msun, 0]
[444, 1.21980405898e+11 Msun, 6320664648.5 Msun, 1.1565974125e+11 Msun, 0]
[445, 55211288248.7 Msun, 1512122668.42 Msun, 53699165580.3 Msun, 0]
[446, 1.24718435419e+11 Msun, 29712219392.2 Msun, 95006216026.6 Msun, 0]
[447, 87681848595.9 Msun, 14874893070.6 Msun, 72806955525.2 Msun, 149904]
[448, 1.43674132711e+11 Msun, 15622276327.1 Msun, 1.28051856384e+11 Msun, 0]
[449, 45286973617.7 Msun, 1914570649.07 Msun, 43372402968.7 Msun, 0]
[450, 68786075765.6 Msun, 4104472158.24 Msun, 64681603607.3 Msun, 3988885294]
[451, 1.39183211807e+11 Msun, 20457786917.0 Msun, 1.1872542489e+11 Msun, 1741584]
[452, 57365828580.7 Msun, 2289761318.92 Msun, 55076067261.8 Msun, 0]
[453, 1.2731711031e+11 Msun, 11581046686.2 Msun, 1.15736063624e+11 Msun, 0]
[454, 92399900152.7 Msun, 10474250100.8 Msun, 81925650051.9 Msun, 0]
[455, 48360973497.8 Msun, 3479767771.43 Msun, 44881205726.4 Msun, 181621137]
[456, 1.29229585035e+11 Msun, 4186843223.75 Msun, 1.25042741811e+11 Msun, 0]
[457, 38436898414.5 Msun, 3644199411.0 Msun, 34792699003.5 Msun, 76602935]
[458, 68702403774.9 Msun, 7746836537.04 Msun, 60955567237.8 Msun, 0]
[459, 2.11446370129e+11 Msun, 11169745152.9 Msun, 2.00276624977e+11 Msun, 0]
[460, 38492698502.2 Msun, 4245912272.06 Msun, 34246786230.1 Msun, 64828001]
[461, 37571918315.6 Msun, 2760037449.31 Msun, 34811880866.3 Msun, 334521429]
[462, 1.20152650225e+11 Msun, 14927404125.2 Msun, 1.05225246099e+11 Msun, 0]
[463, 19727406240.9 Msun, 2816997008.34 Msun, 16910409232.6 Msun, 15902290]
[464, 39047136500.2 Msun, 1894254327.86 Msun, 37152882172.3 Msun, 902651484]
[465, 40452798671.3 Msun, 3082435835.75 Msun, 37370362835.5 Msun, 0]
[466, 35718864026.8 Msun, 3169219658.07 Msun, 32549644368.7 Msun, 0]
[467, 31946411195.0 Msun, 6870820671.86 Msun, 25075590523.1 Msun, 149904]
[468, 13890258934.6 Msun, 533366667.091 Msun, 13356892267.6 Msun, 378794754]
[469, 30304765373.7 Msun, 1124273536.96 Msun, 29180491836.8 Msun, 0]
[470, 33730170029.4 Msun, 2431876111.26 Msun, 31298293918.2 Msun, 0]
[471, 19760166677.5 Msun, 1589878012.36 Msun, 18170288665.1 Msun, 227121294]
[472, 29742238622.5 Msun, 2044004510.94 Msun, 27698234111.6 Msun, 519969]
[473, 11682122217.0 Msun, 1538602599.63 Msun, 10143519617.3 Msun, 57905118]
[474, 43311584828.7 Msun, 5242302037.88 Msun, 38069282790.8 Msun, 0]
[475, 15022536301.0 Msun, 2045161446.5 Msun, 12977374854.5 Msun, 347875731]
[476, 97630627019.4 Msun, 3958144593.32 Msun, 93672482426.1 Msun, 0]
[477, 53742215784.0 Msun, 4102499602.19 Msun, 49639716181.8 Msun, 0]
[478, 11447163164.9 Msun, 737131156.761 Msun, 10710032008.2 Msun, 24885018]
[479, 10713077273.0 Msun, 663311567.416 Msun, 10049765705.6 Msun, 24493489]
[480, 19050531850.3 Msun, 1041819980.61 Msun, 18008711869.7 Msun, 73954418]
[481, 6948069011.44 Msun, 142392402.118 Msun, 6805676609.32 Msun, 0]
[482, 11948084638.3 Msun, 392159233.956 Msun, 11555925404.3 Msun, 0]
[483, 13686202835.5 Msun, 1347760507.5 Msun, 12338442328.0 Msun, 2925169]
[484, 9525870217.57 Msun, 619506997.594 Msun, 8906363219.98 Msun, 13441539]
[485, 9669800005.9 Msun, 460445993.565 Msun, 9209354012.34 Msun, 268863609]
[486, 11008496276.3 Msun, 656542107.769 Msun, 10351954168.6 Msun, 50719069]
[487, 8766343995.89 Msun, 569945409.237 Msun, 8196398586.65 Msun, 264385612]
[488, 13149322587.4 Msun, 789837972.668 Msun, 12359484614.7 Msun, 185147795]
[489, 9389691485.31 Msun, 554640727.383 Msun, 8835050757.93 Msun, 285177199]
[490, 34730778178.4 Msun, 1124273536.96 Msun, 33606504641.5 Msun, 0]
[491, 10380329167.4 Msun, 1237344820.25 Msun, 9142984347.14 Msun, 0]
[492, 9118595755.69 Msun, 1427315201.36 Msun, 7691280554.33 Msun, 0]
[493, 14669086863.5 Msun, 2083848312.47 Msun, 12585238551.0 Msun, 0]
[494, 10456061197.1 Msun, 1315934202.53 Msun, 9140126994.58 Msun, 0]
[495, 12677639267.4 Msun, 1655540148.64 Msun, 11022099118.7 Msun, 32385096]
[496, 9581953420.93 Msun, 752066977.177 Msun, 8829886443.75 Msun, 219848349]
[497, 10346623338.7 Msun, 168400189.167 Msun, 10178223149.6 Msun, 35130709]
[498, 37687594038.1 Msun, 3692200790.79 Msun, 33995393247.3 Msun, 0]
[499, 8752199241.95 Msun, 1048293062.44 Msun, 7703906179.51 Msun, 4351215]
[500, 6510823319.89 Msun, 131050376.174 Msun, 6379772943.72 Msun, 11574361]
[501, 6408592446.29 Msun, 32883660.4514 Msun, 6375708785.84 Msun, 43142852]
[502, 25335641083.6 Msun, 1984129097.06 Msun, 23351511986.5 Msun, 12194430]
[503, 8878024799.48 Msun, 502184997.776 Msun, 8375839801.7 Msun, 26319234]
[504, 12112794023.2 Msun, 4314962067.78 Msun, 7797831955.4 Msun, 0]
[505, 6871326598.44 Msun, 276013815.453 Msun, 6595312782.99 Msun, 5249226]
[506, 12100617938.3 Msun, 771200612.949 Msun, 11329417325.3 Msun, 578875883]
[507, 9212883880.96 Msun, 791798222.272 Msun, 8421085658.69 Msun, 0]
[508, 11763594111.3 Msun, 7458422577.05 Msun, 4305171534.25 Msun, 0]
[509, 10560098954.1 Msun, 2154140756.66 Msun, 8405958197.41 Msun, 0]
[510, 25388081919.1 Msun, 2431876111.26 Msun, 22956205807.8 Msun, 0]
[511, 9736598977.6 Msun, 784878598.743 Msun, 8951720378.86 Msun, 77147178]
[512, 11897015710.0 Msun, 907573548.445 Msun, 10989442161.5 Msun, 184788087]
[513, 6323253464.5 Msun, 134712772.282 Msun, 6188540692.22 Msun, 11112425]
[514, 11116840770.3 Msun, 2892417497.72 Msun, 8224423272.53 Msun, 0]
[515, 7250041717.04 Msun, 450957793.69 Msun, 6799083923.35 Msun, 25645478]
[516, 6625992416.37 Msun, 495058880.415 Msun, 6130933535.96 Msun, 21245700]
[517, 28410280302.1 Msun, 2000564620.82 Msun, 26409715681.3 Msun, 357380884]
[518, 14685635173.5 Msun, 5242302037.88 Msun, 9443333135.65 Msun, 0]
[519, 14489176721.2 Msun, 1178515944.14 Msun, 13310660777.1 Msun, 0]
[520, 34517547538.3 Msun, 7684324305.98 Msun, 26833223232.3 Msun, 0]
[521, 16703491360.6 Msun, 2561710200.91 Msun, 14141781159.7 Msun, 0]
[522, 10809186843.2 Msun, 4791294052.24 Msun, 6017892790.98 Msun, 0]
[523, 12502619939.6 Msun, 5242302037.88 Msun, 7260317901.69 Msun, 0]
[524, 11387271208.2 Msun, 1475494771.05 Msun, 9911776437.12 Msun, 0]
[525, 10870472566.6 Msun, 942758410.705 Msun, 9927714155.87 Msun, 0]
[526, 13888152255.9 Msun, 5974664159.19 Msun, 7913488096.73 Msun, 0]
[527, 35608145114.5 Msun, 3711322575.82 Msun, 31896822538.7 Msun, 0]
[528, 22058421561.7 Msun, 7458422577.05 Msun, 14599998984.7 Msun, 0]
[529, 4872482508.76 Msun, 1315934202.53 Msun, 3556548306.23 Msun, 0]
[530, 3875391282.04 Msun, 176314111.188 Msun, 3699077170.85 Msun, 0]
[531, 6995377486.12 Msun, 2085290557.51 Msun, 4910086928.62 Msun, 0]
[532, 6276719894.31 Msun, 405355222.828 Msun, 5871364671.48 Msun, 609796930]
[533, 12023578502.3 Msun, 610722766.514 Msun, 11412855735.8 Msun, 0]
[534, 5538861364.65 Msun, 942758410.705 Msun, 4596102953.95 Msun, 0]
[535, 4644702511.63 Msun, 122691030.105 Msun, 4522011481.53 Msun, 13109001]
[536, 18291608927.8 Msun, 5974664159.19 Msun, 12316944768.6 Msun, 0]
[537, 10739998696.7 Msun, 1717070935.19 Msun, 9022927761.53 Msun, 0]
[538, 6766018496.67 Msun, 2261519417.43 Msun, 4504499079.24 Msun, 0]
[539, 61944688423.0 Msun, 5974664159.19 Msun, 55970024263.8 Msun, 0]
[540, 5836324664.34 Msun, 454528023.769 Msun, 5381796640.57 Msun, 489668898]
[541, 15664324785.3 Msun, 791798222.272 Msun, 14872526563.0 Msun, 0]
[542, 5501278834.71 Msun, 2273662538.82 Msun, 3227616295.89 Msun, 0]
[543, 4395589632.63 Msun, 184174323.739 Msun, 4211415308.89 Msun, 4719967]
[544, 4767610709.62 Msun, 1030715703.18 Msun, 3736895006.44 Msun, 0]
[545, 10203827080.3 Msun, 2106259131.85 Msun, 8097567948.41 Msun, 39117]
[546, 11732364652.3 Msun, 1957744641.29 Msun, 9774620011.02 Msun, 0]
[547, 16038416721.7 Msun, 2521044905.28 Msun, 13517371816.4 Msun, 0]
[548, 4934495383.22 Msun, 214322194.206 Msun, 4720173189.01 Msun, 0]
[549, 9867456763.67 Msun, 2410148487.41 Msun, 7457308276.26 Msun, 0]
[550, 9722466394.41 Msun, 1717070935.19 Msun, 8005395459.22 Msun, 0]
[551, 6561554833.87 Msun, 972360253.948 Msun, 5589194579.92 Msun, 645969304]
[552, 5402365208.86 Msun, 791798222.272 Msun, 4610566986.59 Msun, 0]
[553, 9674765789.34 Msun, 614981038.122 Msun, 9059784751.22 Msun, 0]
[554, 6823980119.05 Msun, 2272741333.8 Msun, 4551238785.25 Msun, 0]
[555, 3573914454.26 Msun, 787335576.515 Msun, 2786578877.74 Msun, 0]
[556, 5582618120.07 Msun, 2070274738.73 Msun, 3512343381.35 Msun, 0]
[557, 15929192986.8 Msun, 4102499602.19 Msun, 11826693384.6 Msun, 0]
[558, 6033956199.12 Msun, 929740075.746 Msun, 5104216123.38 Msun, 0]
[559, 6396565027.04 Msun, 1807175085.45 Msun, 4589389941.59 Msun, 0]
[560, 10349755064.7 Msun, 5974664159.19 Msun, 4375090905.49 Msun, 0]
[561, 7148791465.91 Msun, 763308232.233 Msun, 6385483233.67 Msun, 0]
[562, 6291929101.26 Msun, 663641395.981 Msun, 5628287705.28 Msun, 0]
[563, 7815998264.58 Msun, 917375939.832 Msun, 6898622324.75 Msun, 0]
[564, 9513188175.48 Msun, 1071265725.34 Msun, 8441922450.14 Msun, 0]
[565, 4504616010.49 Msun, 988911037.903 Msun, 3515704972.59 Msun, 0]
[566, 6912105343.02 Msun, 4102499602.19 Msun, 2809605740.83 Msun, 0]
[567, 4457641402.63 Msun, 212028634.775 Msun, 4245612767.85 Msun, 1435752]
[568, 15185499606.9 Msun, 7458422577.05 Msun, 7727077029.9 Msun, 0]
[569, 10515048297.4 Msun, 391115625.469 Msun, 10123932672.0 Msun, 9408730]
[570, 7340212351.2 Msun, 458827513.444 Msun, 6881384837.76 Msun, 7602980]
[571, 4398830509.94 Msun, 186426134.291 Msun, 4212404375.65 Msun, 6717492]
[572, 24723464017.3 Msun, 2818822783.14 Msun, 21904641234.2 Msun, 0]
